Customer ID,Customer Name,Ship Mode,Category,Sub-Category,Product Name,Sales,Order Date
DH-13075,Dave Hallsten,First Class,Office Supplies,Paper,Xerox 1975,12.96,28-03-2018
DH-13075,Dave Hallsten,First Class,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,28-03-2018
DH-13075,Dave Hallsten,First Class,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,28-03-2018
DH-13075,Dave Hallsten,First Class,Office Supplies,Paper,Xerox 1968,26.72,28-03-2018
DH-13075,Dave Hallsten,First Class,Office Supplies,Paper,Xerox 1977,20.04,28-03-2018
DH-13075,Dave Hallsten,First Class,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,28-03-2018
DH-13075,Dave Hallsten,First Class,Furniture,Furnishings,Stackable Trays,21.56,28-03-2018
CK-12760,Cyma Kinney,Standard Class,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,28-03-2018
RD-19720,Roger Demir,Second Class,Office Supplies,Storage,Adjustable Personal File Tote,81.4,29-03-2018
TB-21400,Tom Boeckenhauer,Same Day,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08,30-03-2018
TB-21400,Tom Boeckenhauer,Same Day,Technology,Phones,AT&T CL83451 4-Handset Telephone,164.792,30-03-2018
TM-21490,Tony Molinari,First Class,Office Supplies,Envelopes,Multimedia Mailers,325.86,30-03-2018
AB-10165,Alan Barnes,Second Class,Furniture,Furnishings,Flat Face Poster Frame,94.2,30-03-2018
BP-11155,Becky Pak,Standard Class,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,30-03-2018
ME-17320,Maria Etezadi,Standard Class,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,30-03-2018
CM-12115,Chad McGuire,Second Class,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,31-03-2018
CM-12115,Chad McGuire,Second Class,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,31-03-2018
CM-12115,Chad McGuire,Second Class,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,31-03-2018
DB-12910,Daniel Byrd,Second Class,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61,31-03-2018
DB-12910,Daniel Byrd,Second Class,Technology,Phones,Vtech CS6719,671.93,31-03-2018
JE-15610,Jim Epp,Second Class,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,31-03-2018
JE-15610,Jim Epp,Second Class,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,31-03-2018
JE-15610,Jim Epp,Second Class,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,31-03-2018
SC-20260,Scott Cohen,First Class,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,31-03-2018
DS-13180,David Smith,Standard Class,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,31-03-2018
DO-13435,Denny Ordway,Standard Class,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,31-03-2018
EG-13900,Emily Grady,Second Class,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.468,31-03-2018
HG-14965,Henry Goldwyn,Standard Class,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,31-03-2018
NC-18535,Nick Crebassa,First Class,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,01-04-2018
NC-18535,Nick Crebassa,First Class,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,01-04-2018
GB-14530,George Bell,First Class,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,01-04-2018
AS-10090,Adam Shillingsburg,Second Class,Office Supplies,Storage,Hanging Personal Folder File,94.2,01-04-2018
AS-10090,Adam Shillingsburg,Second Class,Office Supplies,Envelopes,Staple envelope,28.4,01-04-2018
BF-11020,Barry Französisch,Second Class,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,01-04-2018
BF-11020,Barry Französisch,Second Class,Office Supplies,Labels,Avery 494,6.264,01-04-2018
BF-11020,Barry Französisch,Second Class,Office Supplies,Appliances,Staple holder,20.808,01-04-2018
BF-11020,Barry Französisch,Second Class,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,01-04-2018
MS-17365,Maribeth Schnelling,Standard Class,Office Supplies,Labels,Avery 498,5.78,01-04-2018
MS-17365,Maribeth Schnelling,Standard Class,Office Supplies,Binders,Fellowes Binding Cases,121.68,01-04-2018
JC-15775,John Castell,Standard Class,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,01-04-2018
TC-21475,Tony Chapman,First Class,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,02-04-2018
TC-21475,Tony Chapman,First Class,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,02-04-2018
AT-10435,Alyssa Tate,First Class,Office Supplies,Art,Newell 318,11.12,02-04-2018
AH-10465,Amy Hunt,Standard Class,Office Supplies,Labels,Avery 499,14.94,02-04-2018
JF-15190,Jamie Frazer,Standard Class,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,02-04-2018
SA-20830,Sue Ann Reed,First Class,Office Supplies,Art,Prang Colored Pencils,7.056,03-04-2018
KH-16360,Katherine Hughes,Standard Class,Furniture,Furnishings,Staple-based wall hangings,25.472,03-04-2018
DS-13030,Darrin Sayre,First Class,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,04-04-2018
DS-13030,Darrin Sayre,First Class,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,04-04-2018
DS-13030,Darrin Sayre,First Class,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,04-04-2018
TA-21385,Tom Ashbrook,First Class,Office Supplies,Art,Newell 326,7.04,04-04-2018
AM-10705,Anne McFarland,Standard Class,Technology,Phones,Cisco SPA 502G IP Phone,383.84,04-04-2018
PS-19045,Penelope Sewall,Standard Class,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,04-04-2018
CS-12175,Charles Sheldon,Standard Class,Office Supplies,Binders,3M Organizer Strips,8.1,06-04-2018
ML-17755,Max Ludwig,Standard Class,Office Supplies,Paper,Easy-staple paper,106.32,06-04-2018
HR-14770,Hallie Redmond,Standard Class,Office Supplies,Art,50 Colored Long Pencils,16.256,07-04-2018
HR-14770,Hallie Redmond,Standard Class,Technology,Phones,AT&T 1080 Corded phone,219.184,07-04-2018
CS-12400,Christopher Schild,Standard Class,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,07-04-2018
CS-12400,Christopher Schild,Standard Class,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,07-04-2018
CS-12400,Christopher Schild,Standard Class,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,07-04-2018
CS-12400,Christopher Schild,Standard Class,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,07-04-2018
CS-12400,Christopher Schild,Standard Class,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,07-04-2018
AH-10120,Adrian Hane,Standard Class,Office Supplies,Paper,Xerox 1891,244.55,08-04-2018
AH-10120,Adrian Hane,Standard Class,Office Supplies,Paper,Xerox 1942,195.76,08-04-2018
NH-18610,Nicole Hansen,Standard Class,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,08-04-2018
NH-18610,Nicole Hansen,Standard Class,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,08-04-2018
KF-16285,Karen Ferguson,Standard Class,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,08-04-2018
KF-16285,Karen Ferguson,Standard Class,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,08-04-2018
DM-13345,Denise Monton,Standard Class,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,08-04-2018
DM-13345,Denise Monton,Standard Class,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,08-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,09-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,09-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Paper,Xerox 212,12.96,09-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,09-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Labels,Avery File Folder Labels,8.64,09-04-2018
BS-11800,Bryan Spruell,First Class,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,09-04-2018
SA-20830,Sue Ann Reed,First Class,Office Supplies,Labels,Avery 48,15.12,09-04-2018
SA-20830,Sue Ann Reed,First Class,Office Supplies,Binders,Avery Arch Ring Binders,17.43,09-04-2018
SA-20830,Sue Ann Reed,First Class,Office Supplies,Paper,Xerox 1915,251.64,09-04-2018
KL-16645,Ken Lonsdale,Second Class,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,09-04-2018
NC-18625,Noah Childs,Standard Class,Office Supplies,Binders,Tuf-Vin Binders,37.896,09-04-2018
NC-18625,Noah Childs,Standard Class,Office Supplies,Paper,Xerox 1893,65.584,09-04-2018
RD-19930,Russell D'Ascenzo,Same Day,Office Supplies,Paper,Xerox 1894,10.368,10-04-2018
RD-19930,Russell D'Ascenzo,Same Day,Technology,Accessories,Logitech MX Performance Wireless Mouse,95.736,10-04-2018
MG-18205,Mitch Gastineau,Second Class,Furniture,Furnishings,Stackable Trays,12.32,10-04-2018
MG-18205,Mitch Gastineau,Second Class,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,10-04-2018
DB-13360,Dennis Bolton,Standard Class,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,10-04-2018
DB-13360,Dennis Bolton,Standard Class,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,10-04-2018
BS-11755,Bruce Stewart,Standard Class,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,195.104,10-04-2018
BS-11755,Bruce Stewart,Standard Class,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",36.672,10-04-2018
SJ-20125,Sanjit Jacobs,Standard Class,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,10-04-2018
SJ-20125,Sanjit Jacobs,Standard Class,Office Supplies,Fasteners,OIC Binder Clips,7.16,10-04-2018
JL-15130,Jack Lebron,Standard Class,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,11-04-2018
JL-15130,Jack Lebron,Standard Class,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12,11-04-2018
HM-14980,Henry MacAllister,Standard Class,Office Supplies,Art,Pencil and Crayon Sharpener,1.752,11-04-2018
HM-14980,Henry MacAllister,Standard Class,Office Supplies,Art,Newell 321,20.992,11-04-2018
LW-17215,Luke Weiss,Standard Class,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,11-04-2018
LW-17215,Luke Weiss,Standard Class,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,11-04-2018
SC-20050,Sample Company A,Standard Class,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,11-04-2018
BD-11320,Bill Donatelli,Second Class,Office Supplies,Binders,Storex Dura Pro Binders,29.7,12-04-2018
BD-11320,Bill Donatelli,Second Class,Office Supplies,Paper,Xerox 1948,39.96,12-04-2018
RW-19630,Rob Williams,First Class,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,13-04-2018
RW-19630,Rob Williams,First Class,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,13-04-2018
YS-21880,Yana Sorensen,Standard Class,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.704,13-04-2018
DP-13105,Dave Poirier,Standard Class,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,13-04-2018
CL-12700,Craig Leslie,First Class,Office Supplies,Binders,Acco 3-Hole Punch,8.76,14-04-2018
AB-10165,Alan Barnes,First Class,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,14-04-2018
AB-10165,Alan Barnes,First Class,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,14-04-2018
AB-10165,Alan Barnes,First Class,Office Supplies,Paper,Xerox 196,13.872,14-04-2018
DW-13585,Dorothy Wardle,Standard Class,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,14-04-2018
CS-12355,Christine Sundaresam,Standard Class,Office Supplies,Binders,Avery Non-Stick Binders,10.776,14-04-2018
CS-12355,Christine Sundaresam,Standard Class,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,14-04-2018
HM-14860,Harry Marie,Standard Class,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,14-04-2018
SH-20395,Shahid Hopkins,First Class,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,15-04-2018
NS-18640,Noel Staavos,Second Class,Office Supplies,Paper,Xerox 1883,79.14,15-04-2018
BP-11095,Bart Pistole,First Class,Office Supplies,Binders,VariCap6 Expandable Binder,15.57,15-04-2018
AH-10075,Adam Hart,First Class,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,15-04-2018
AA-10480,Andrew Allen,Standard Class,Office Supplies,Paper,Xerox 1967,15.552,15-04-2018
SD-20485,Shirley Daniels,Standard Class,Office Supplies,Paper,Xerox 207,20.736,15-04-2018
EB-13750,Edward Becker,First Class,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,16-04-2018
EB-13750,Edward Becker,First Class,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,16-04-2018
RF-19840,Roy Französisch,Standard Class,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,16-04-2018
JE-15745,Joel Eaton,Standard Class,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,16-04-2018
JE-15745,Joel Eaton,Standard Class,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,16-04-2018
JO-15550,Jesus Ocampo,Standard Class,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,16-04-2018
PL-18925,Paul Lucas,Standard Class,Office Supplies,Art,Newell 325,16.52,16-04-2018
ND-18370,Natalie DeCherney,Standard Class,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,16-04-2018
ND-18370,Natalie DeCherney,Standard Class,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,16-04-2018
ND-18370,Natalie DeCherney,Standard Class,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,16-04-2018
BG-11740,Bruce Geld,First Class,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Office Supplies,Labels,Avery 517,7.38,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Office Supplies,Fasteners,Stockwell Push Pins,10.9,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Technology,Accessories,Logitech Wireless Touch Keyboard K400,274.89,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Office Supplies,Labels,Avery 474,23.04,17-04-2018
PS-18760,Pamela Stobb,Standard Class,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,17-04-2018
BM-11575,Brendan Murry,Standard Class,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.136,17-04-2018
SR-20425,Sharelle Roach,Standard Class,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,17-04-2018
SR-20425,Sharelle Roach,Standard Class,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,17-04-2018
SR-20425,Sharelle Roach,Standard Class,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594,17-04-2018
SR-20425,Sharelle Roach,Standard Class,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964,17-04-2018
SR-20425,Sharelle Roach,Standard Class,Office Supplies,Paper,Xerox 225,20.736,17-04-2018
CV-12805,Cynthia Voltz,First Class,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,20-04-2018
CV-12805,Cynthia Voltz,First Class,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,20-04-2018
CV-12805,Cynthia Voltz,First Class,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.704,20-04-2018
CV-12805,Cynthia Voltz,First Class,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,20-04-2018
SJ-20215,Sarah Jordon,Standard Class,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,20-04-2018
SJ-20215,Sarah Jordon,Standard Class,Office Supplies,Art,Lumber Crayons,15.76,20-04-2018
SJ-20215,Sarah Jordon,Standard Class,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,20-04-2018
CV-12295,Christina VanderZanden,Standard Class,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,146.86,20-04-2018
CV-12295,Christina VanderZanden,Standard Class,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,36.56,20-04-2018
SJ-20125,Sanjit Jacobs,Standard Class,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,20-04-2018
JM-15250,Janet Martin,First Class,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82,21-04-2018
KN-16390,Katherine Nockton,First Class,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.976,21-04-2018
KN-16390,Katherine Nockton,First Class,Office Supplies,Paper,Xerox 230,20.736,21-04-2018
JW-15955,Joni Wasserman,First Class,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,21-04-2018
JW-15955,Joni Wasserman,First Class,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,21-04-2018
SJ-20500,Shirley Jackson,Second Class,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,21-04-2018
RP-19390,Resi Pölking,Standard Class,Office Supplies,Binders,Avery Non-Stick Binders,2.694,21-04-2018
RP-19390,Resi Pölking,Standard Class,Office Supplies,Binders,UniKeep View Case Binders,2.934,21-04-2018
GM-14440,Gary McGarr,First Class,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,22-04-2018
MO-17800,Meg O'Connel,Standard Class,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,22-04-2018
BD-11725,Bruce Degenhardt,Standard Class,Office Supplies,Storage,Tennsco Double-Tier Lockers,675.06,22-04-2018
SC-20305,Sean Christensen,Second Class,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,23-04-2018
TD-20995,Tamara Dahlen,First Class,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,23-04-2018
JF-15355,Jay Fein,Second Class,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,23-04-2018
JF-15355,Jay Fein,Second Class,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,23-04-2018
JF-15355,Jay Fein,Second Class,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,23-04-2018
GG-14650,Greg Guthrie,First Class,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,11.76,23-04-2018
GG-14650,Greg Guthrie,First Class,Office Supplies,Paper,Xerox 195,5.344,23-04-2018
SO-20335,Sean O'Donnell,First Class,Office Supplies,Envelopes,Staple envelope,18.688,23-04-2018
SO-20335,Sean O'Donnell,First Class,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",11.664,23-04-2018
PN-18775,Parhena Norris,Standard Class,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136,23-04-2018
PN-18775,Parhena Norris,Standard Class,Technology,Accessories,Maxell 4.7GB DVD-R,45.408,23-04-2018
PN-18775,Parhena Norris,Standard Class,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952,23-04-2018
PN-18775,Parhena Norris,Standard Class,Office Supplies,Labels,Avery 496,3,23-04-2018
SK-19990,Sally Knutson,Standard Class,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,23-04-2018
SK-19990,Sally Knutson,Standard Class,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,23-04-2018
SV-20935,Susan Vittorini,First Class,Technology,Phones,AT&T 841000 Phone,552,24-04-2018
DK-12835,Damala Kotsonis,First Class,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,24-04-2018
DK-12835,Damala Kotsonis,First Class,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,24-04-2018
DK-12835,Damala Kotsonis,First Class,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,24-04-2018
LS-16945,Linda Southworth,First Class,Technology,Accessories,V7 USB Numeric Keypad,69.98,24-04-2018
MG-17890,Michael Granlund,Standard Class,Office Supplies,Fasteners,Colored Push Pins,1.81,24-04-2018
CP-12340,Christine Phan,Standard Class,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568,24-04-2018
AF-10870,Art Ferguson,Standard Class,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43,24-04-2018
AF-10870,Art Ferguson,Standard Class,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,24-04-2018
PN-18775,Parhena Norris,First Class,Office Supplies,Art,Newell 312,42.048,25-04-2018
PN-18775,Parhena Norris,First Class,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,25-04-2018
SG-20605,Speros Goranitis,Second Class,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,25-04-2018
RL-19615,Rob Lucas,Second Class,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981,25-04-2018
MB-18085,Mick Brown,Second Class,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,25-04-2018
LH-16750,Larry Hughes,Standard Class,Office Supplies,Art,Newell 318,8.896,25-04-2018
LL-16840,Lauren Leatherbury,Standard Class,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,25-04-2018
LL-16840,Lauren Leatherbury,Standard Class,Office Supplies,Binders,Surelock Post Binders,73.344,25-04-2018
LB-16735,Larry Blacks,First Class,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,26-04-2018
PO-19180,Philisse Overcash,Standard Class,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,26-04-2018
PO-19180,Philisse Overcash,Standard Class,Office Supplies,Labels,Avery 478,39.28,26-04-2018
AP-10915,Arthur Prichep,First Class,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,27-04-2018
AP-10915,Arthur Prichep,First Class,Office Supplies,Art,Newell Chalk Holder,12.39,27-04-2018
AP-10915,Arthur Prichep,First Class,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,27-04-2018
CV-12805,Cynthia Voltz,Standard Class,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,27-04-2018
CV-12805,Cynthia Voltz,Standard Class,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,27-04-2018
HM-14980,Henry MacAllister,Standard Class,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,27-04-2018
MC-17605,Matt Connell,Standard Class,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,28-04-2018
MC-17605,Matt Connell,Standard Class,Office Supplies,Art,Newell 341,6.848,28-04-2018
JL-15130,Jack Lebron,Standard Class,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,28-04-2018
JL-15235,Janet Lee,Standard Class,Technology,Phones,Samsung Galaxy S4 Mini,751.984,28-04-2018
FM-14215,Filia McAdams,Second Class,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,29-04-2018
KT-16480,Kean Thornton,Standard Class,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,29-04-2018
NM-18520,Neoma Murray,First Class,Office Supplies,Labels,Avery 5,5.76,30-04-2018
NZ-18565,Nick Zandusky,Standard Class,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,30-04-2018
MH-18115,Mick Hernandez,Standard Class,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.842,30-04-2018
MH-18115,Mick Hernandez,Standard Class,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.704,30-04-2018
DL-13495,Dionis Lloyd,Second Class,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,30-04-2018
AS-10630,Ann Steele,Standard Class,Office Supplies,Labels,Avery 474,4.608,30-04-2018
AS-10630,Ann Steele,Standard Class,Office Supplies,Art,Staples in misc. colors,15.528,30-04-2018
AS-10630,Ann Steele,Standard Class,Office Supplies,Labels,Avery 499,11.952,30-04-2018
SS-20140,Saphhira Shifley,Standard Class,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,30-04-2018
SS-20140,Saphhira Shifley,Standard Class,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,30-04-2018
TC-21475,Tony Chapman,Standard Class,Office Supplies,Binders,GBC Linen Binding Covers,43.372,30-04-2018
AD-10180,Alan Dominguez,Standard Class,Office Supplies,Paper,Xerox 1919,163.96,30-04-2018
DJ-13510,Don Jones,Standard Class,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,30-04-2018
DJ-13510,Don Jones,Standard Class,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,30-04-2018
EA-14035,Erin Ashbrook,Standard Class,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,30-04-2018
QJ-19255,Quincy Jones,Standard Class,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,30-04-2018
QJ-19255,Quincy Jones,Standard Class,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,30-04-2018
