Customer ID,Customer Name,Ship Mode,Postal Code,Category,Sub-Category,Product Name,Sales
PN-18775,Parhena Norris,Standard Class,37042,Technology,Accessories,Maxell 4.7GB DVD-R,45.408
PN-18775,Parhena Norris,Standard Class,37042,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952
PN-18775,Parhena Norris,Standard Class,37042,Office Supplies,Labels,Avery 496,3
SK-19990,Sally Knutson,Standard Class,10024,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94
SK-19990,Sally Knutson,Standard Class,10024,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71
SV-20935,Susan Vittorini,First Class,85204,Technology,Phones,AT&T 841000 Phone,552
DK-12835,Damala Kotsonis,First Class,19143,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28
DK-12835,Damala Kotsonis,First Class,19143,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188
DK-12835,Damala Kotsonis,First Class,19143,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518
LS-16945,Linda Southworth,First Class,2908,Technology,Accessories,V7 USB Numeric Keypad,69.98
MG-17890,Michael Granlund,Standard Class,93101,Office Supplies,Fasteners,Colored Push Pins,1.81
CP-12340,Christine Phan,Standard Class,32216,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568
AF-10870,Art Ferguson,Standard Class,60610,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43
AF-10870,Art Ferguson,Standard Class,60610,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784
PN-18775,Parhena Norris,First Class,37211,Office Supplies,Art,Newell 312,42.048
PN-18775,Parhena Norris,First Class,37211,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92
SG-20605,Speros Goranitis,Second Class,94109,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97
RL-19615,Rob Lucas,Second Class,90008,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.981
MB-18085,Mick Brown,Second Class,90049,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904
LH-16750,Larry Hughes,Standard Class,85224,Office Supplies,Art,Newell 318,8.896
LL-16840,Lauren Leatherbury,Standard Class,90032,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
LL-16840,Lauren Leatherbury,Standard Class,90032,Office Supplies,Binders,Surelock Post Binders,73.344
LB-16735,Larry Blacks,First Class,76106,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988
PO-19180,Philisse Overcash,Standard Class,98115,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34
PO-19180,Philisse Overcash,Standard Class,98115,Office Supplies,Labels,Avery 478,39.28
AP-10915,Arthur Prichep,First Class,90045,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92
AP-10915,Arthur Prichep,First Class,90045,Office Supplies,Art,Newell Chalk Holder,12.39
AP-10915,Arthur Prichep,First Class,90045,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3
CV-12805,Cynthia Voltz,Standard Class,76106,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12
CV-12805,Cynthia Voltz,Standard Class,76106,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656
HM-14980,Henry MacAllister,Standard Class,98105,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58
MC-17605,Matt Connell,Standard Class,19143,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384
MC-17605,Matt Connell,Standard Class,19143,Office Supplies,Art,Newell 341,6.848
JL-15130,Jack Lebron,Standard Class,28403,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08
JL-15235,Janet Lee,Standard Class,34741,Technology,Phones,Samsung Galaxy S4 Mini,751.984
FM-14215,Filia McAdams,Second Class,43017,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35
KT-16480,Kean Thornton,Standard Class,7050,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
NM-18520,Neoma Murray,First Class,6040,Office Supplies,Labels,Avery 5,5.76
NZ-18565,Nick Zandusky,Standard Class,90032,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24
MH-18115,Mick Hernandez,Standard Class,32771,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.842
MH-18115,Mick Hernandez,Standard Class,32771,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.704
DL-13495,Dionis Lloyd,Second Class,10024,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96
AS-10630,Ann Steele,Standard Class,33437,Office Supplies,Labels,Avery 474,4.608
AS-10630,Ann Steele,Standard Class,33437,Office Supplies,Art,Staples in misc. colors,15.528
AS-10630,Ann Steele,Standard Class,33437,Office Supplies,Labels,Avery 499,11.952
SS-20140,Saphhira Shifley,Standard Class,33068,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68
SS-20140,Saphhira Shifley,Standard Class,33068,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376
TC-21475,Tony Chapman,Standard Class,61832,Office Supplies,Binders,GBC Linen Binding Covers,43.372
AD-10180,Alan Dominguez,Standard Class,94122,Office Supplies,Paper,Xerox 1919,163.96
DJ-13510,Don Jones,Standard Class,94110,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96
DJ-13510,Don Jones,Standard Class,94110,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56
EA-14035,Erin Ashbrook,Standard Class,90008,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78
QJ-19255,Quincy Jones,Standard Class,19143,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58
QJ-19255,Quincy Jones,Standard Class,19143,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896
JF-15490,Jeremy Farry,Standard Class,43229,Office Supplies,Paper,Xerox 222,10.368
AG-10900,Arthur Gainer,First Class,33065,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.352
AG-10900,Arthur Gainer,First Class,33065,Office Supplies,Labels,Avery 492,4.608
SJ-20125,Sanjit Jacobs,Standard Class,71854,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9
CJ-12010,Caroline Jumper,Standard Class,32216,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,3.328
CJ-12010,Caroline Jumper,Standard Class,32216,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,933.262
CJ-12010,Caroline Jumper,Standard Class,32216,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92
EM-13825,Elizabeth Moffitt,Second Class,90049,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56
DD-13570,Dorothy Dickinson,Standard Class,90049,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7
DD-13570,Dorothy Dickinson,Standard Class,90049,Office Supplies,Art,Newell 34,59.52
DD-13570,Dorothy Dickinson,Standard Class,90049,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4
DW-13585,Dorothy Wardle,Standard Class,7090,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
MK-18160,Mike Kennedy,Standard Class,94122,Office Supplies,Paper,Xerox 2,25.92
MK-18160,Mike Kennedy,Standard Class,94122,Office Supplies,Art,Newell 350,22.96
DB-12970,Darren Budd,Second Class,90004,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52
DB-12970,Darren Budd,Second Class,90004,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44
BO-11350,Bill Overfelt,Standard Class,19134,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.448
BO-11350,Bill Overfelt,Standard Class,19134,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.388
BO-11350,Bill Overfelt,Standard Class,19134,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.47
BO-11350,Bill Overfelt,Standard Class,19134,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.2
BO-11350,Bill Overfelt,Standard Class,19134,Office Supplies,Fasteners,Advantus Plastic Paper Clips,8
MK-18160,Mike Kennedy,Standard Class,23602,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11
MK-18160,Mike Kennedy,Standard Class,23602,Office Supplies,Storage,Letter Size Cart,571.44
MK-18160,Mike Kennedy,Standard Class,23602,Office Supplies,Paper,Xerox 23,32.4
MK-18160,Mike Kennedy,Standard Class,23602,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91
LW-16990,Lindsay Williams,Standard Class,94109,Technology,Phones,Motorola L804,183.96
LW-16990,Lindsay Williams,Standard Class,94109,Office Supplies,Paper,Things To Do Today Pad,17.61
LW-16990,Lindsay Williams,Standard Class,94109,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904
SH-20395,Shahid Hopkins,Standard Class,45503,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313
MY-18295,Muhammed Yedwab,Standard Class,19140,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.202
MY-18295,Muhammed Yedwab,Standard Class,19140,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.396
AI-10855,Arianne Irving,Same Day,10035,Office Supplies,Paper,Xerox 1923,6.68
LH-17020,Lisa Hazard,First Class,80027,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24
LH-17020,Lisa Hazard,First Class,80027,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552
LH-17020,Lisa Hazard,First Class,80027,Furniture,Bookcases,Bestar Classic Bookcase,89.991
DK-12985,Darren Koutras,Standard Class,94122,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16
YS-21880,Yana Sorensen,Standard Class,31907,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5
MB-18085,Mick Brown,Same Day,28205,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,68.541
MB-18085,Mick Brown,Same Day,28205,Technology,Phones,GE 30524EE4,627.168
MB-18085,Mick Brown,Same Day,28205,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12
TC-21295,Toby Carlisle,First Class,10035,Office Supplies,Labels,Avery 505,59.2
GZ-14470,Gary Zandusky,First Class,22204,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66
TS-21655,Trudy Schmidt,Second Class,91730,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94
DB-13615,Doug Bickford,Standard Class,85705,Office Supplies,Paper,Xerox 1883,84.416
ML-17755,Max Ludwig,Standard Class,60623,Office Supplies,Art,Blackstonian Pencils,6.408
ML-17755,Max Ludwig,Standard Class,60623,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
DB-13555,Dorothy Badders,Standard Class,76106,Office Supplies,Binders,Avery Durable Poly Binders,11.06
DB-13555,Dorothy Badders,Standard Class,76106,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648
DB-13555,Dorothy Badders,Standard Class,76106,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68
RW-19540,Rick Wilson,Standard Class,48234,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65
RW-19540,Rick Wilson,Standard Class,48234,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64
RW-19540,Rick Wilson,Standard Class,48234,Furniture,Chairs,Safco Contoured Stacking Chairs,476.8
RW-19540,Rick Wilson,Standard Class,48234,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.444
CS-11950,Carlos Soltero,Standard Class,91104,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944
AB-10060,Adam Bellavance,Standard Class,90004,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99
EB-13705,Ed Braxton,Second Class,76063,Office Supplies,Paper,Xerox 1997,41.472
MD-17350,Maribeth Dona,Standard Class,43229,Furniture,Chairs,Global Chrome Stack Chair,47.992
PS-19045,Penelope Sewall,Standard Class,90032,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952
DJ-13510,Don Jones,Standard Class,19140,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058
MM-18055,Michelle Moray,Second Class,94110,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08
MC-17605,Matt Connell,First Class,28540,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",65.232
MC-17605,Matt Connell,First Class,28540,Furniture,Chairs,Harbour Creations Steel Folding Chair,207
LB-16795,Laurel Beltran,First Class,98105,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92
LB-16795,Laurel Beltran,First Class,98105,Office Supplies,Storage,Home/Office Personal File Carts,104.28
LB-16795,Laurel Beltran,First Class,98105,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85
LB-16795,Laurel Beltran,First Class,98105,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96
LB-16795,Laurel Beltran,First Class,98105,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,199.98
LP-17080,Liz Pelletier,Same Day,98103,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44
LP-17080,Liz Pelletier,Same Day,98103,Office Supplies,Labels,Avery 50,37.59
LP-17080,Liz Pelletier,Same Day,98103,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",26.032
TS-21370,Todd Sumrall,First Class,85023,Furniture,Bookcases,Bestar Classic Bookcase,209.979
ZC-21910,Zuschuss Carroll,Second Class,10024,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92
JK-16120,Julie Kriz,Standard Class,78745,Office Supplies,Art,Newell 348,5.248
JK-16120,Julie Kriz,Standard Class,78745,Office Supplies,Storage,Safco Commercial Shelving,74.416
JK-16120,Julie Kriz,Standard Class,78745,Office Supplies,Paper,Xerox 1927,6.848
JK-16120,Julie Kriz,Standard Class,78745,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996
CA-12775,Cynthia Arntzen,Second Class,8360,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",42.85
CA-12775,Cynthia Arntzen,Second Class,8360,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16
CA-12775,Cynthia Arntzen,Second Class,8360,Office Supplies,Supplies,Acme Titanium Bonded Scissors,17
CA-12775,Cynthia Arntzen,Second Class,8360,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",87.4
AC-10420,Alyssa Crouse,Second Class,77041,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92
AC-10420,Alyssa Crouse,Second Class,77041,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24
JH-15910,Jonathan Howell,Standard Class,45231,Office Supplies,Labels,Avery 501,5.904
CK-12205,Chloris Kastensmidt,Standard Class,2149,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",87.6
CS-12175,Charles Sheldon,Standard Class,94122,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62
CS-12175,Charles Sheldon,Standard Class,94122,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77
CS-12175,Charles Sheldon,Standard Class,94122,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48
CS-12175,Charles Sheldon,Standard Class,94122,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168
JP-16135,Julie Prescott,Standard Class,45503,Office Supplies,Art,Newell 347,10.272
BM-11650,Brian Moss,Standard Class,47201,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96
BM-11650,Brian Moss,Standard Class,47201,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97
BM-11650,Brian Moss,Standard Class,47201,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97
BM-11650,Brian Moss,Standard Class,47201,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,530.34
BM-11650,Brian Moss,Standard Class,47201,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94
MH-18115,Mick Hernandez,Standard Class,19140,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,458.43
CW-11905,Carl Weiss,Second Class,19711,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,299.52
FH-14275,Frank Hawley,Standard Class,37064,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768
RB-19795,Ross Baird,Standard Class,94110,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48
PJ-19015,Pauline Johnson,Same Day,92704,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
PJ-19015,Pauline Johnson,Same Day,92704,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
GT-14710,Greg Tran,First Class,77041,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43
GT-14710,Greg Tran,First Class,77041,Office Supplies,Art,Newell 309,46.2
GT-14710,Greg Tran,First Class,77041,Office Supplies,Paper,Xerox 1936,47.952
GT-14710,Greg Tran,First Class,77041,Technology,Phones,PayAnywhere Card Reader,7.992
GT-14710,Greg Tran,First Class,77041,Office Supplies,Paper,Xerox 1937,76.864
AJ-10780,Anthony Jacobs,First Class,21215,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76
AJ-10780,Anthony Jacobs,First Class,21215,Office Supplies,Art,Prang Colored Pencils,14.7
AJ-10780,Anthony Jacobs,First Class,21215,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2
AJ-10780,Anthony Jacobs,First Class,21215,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97
AJ-10780,Anthony Jacobs,First Class,21215,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96
AJ-10780,Anthony Jacobs,First Class,21215,Office Supplies,Labels,Avery 505,74
AH-10465,Amy Hunt,Standard Class,10035,Technology,Phones,Google Nexus 5,539.97
AH-10465,Amy Hunt,Standard Class,10035,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58
DP-13000,Darren Powers,Standard Class,44105,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17
DP-13000,Darren Powers,Standard Class,44105,Office Supplies,Labels,Avery 502,5.04
DP-13000,Darren Powers,Standard Class,44105,Office Supplies,Paper,Xerox 19,24.784
KB-16585,Ken Black,Standard Class,98103,Office Supplies,Paper,Xerox 1917,440.19
KB-16585,Ken Black,Standard Class,98103,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4
EJ-14155,Eva Jacobs,Standard Class,39503,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69
JA-15970,Joseph Airdo,Second Class,85023,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592
JA-15970,Joseph Airdo,Second Class,85023,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752
JA-15970,Joseph Airdo,Second Class,85023,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552
JF-15295,Jason Fortune-,Standard Class,98103,Furniture,Furnishings,24-Hour Round Wall Clock,39.96
JF-15295,Jason Fortune-,Standard Class,98103,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624
JF-15295,Jason Fortune-,Standard Class,98103,Furniture,Chairs,SAFCO Arco Folding Chair,220.96
JD-16015,Joy Daniels,Standard Class,60653,Office Supplies,Paper,Xerox 1880,56.704
JD-16015,Joy Daniels,Standard Class,60653,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12
JM-15865,John Murray,First Class,44312,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024
TB-21355,Todd Boyes,First Class,30328,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24
TB-21355,Todd Boyes,First Class,30328,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94
TB-21355,Todd Boyes,First Class,30328,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75
TB-21355,Todd Boyes,First Class,30328,Office Supplies,Binders,Poly Designer Cover & Back,113.94
TB-21355,Todd Boyes,First Class,30328,Technology,Phones,Apple EarPods with Remote and Mic,55.98
AB-10105,Adrian Barton,First Class,97206,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704
BH-11710,Brosina Hoffman,Standard Class,19140,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048
PP-18955,Paul Prost,Second Class,65807,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86
PP-18955,Paul Prost,Second Class,65807,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95
PP-18955,Paul Prost,Second Class,65807,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19
BM-11575,Brendan Murry,Standard Class,60653,Furniture,Furnishings,Flat Face Poster Frame,22.608
BM-11575,Brendan Murry,Standard Class,60653,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.892
TS-21340,Toby Swindell,Standard Class,10024,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56
TS-21340,Toby Swindell,Standard Class,10024,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048
SG-20890,Susan Gilcrest,Standard Class,78501,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874
SG-20890,Susan Gilcrest,Standard Class,78501,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996
SG-20890,Susan Gilcrest,Standard Class,78501,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
JC-15775,John Castell,Same Day,30318,Office Supplies,Paper,Tops White Computer Printout Paper,195.64
BC-11125,Becky Castell,Second Class,94109,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408
BC-11125,Becky Castell,Second Class,94109,Office Supplies,Art,Newell 310,3.52
BC-11125,Becky Castell,Second Class,94109,Office Supplies,Art,Newell 314,5.58
BC-11125,Becky Castell,Second Class,94109,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32
AT-10735,Annie Thurman,Standard Class,98115,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16
SC-20380,Shahid Collister,Standard Class,30318,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
SC-20380,Shahid Collister,Standard Class,30318,Technology,Phones,Nokia Lumia 925,377.97
SC-20380,Shahid Collister,Standard Class,30318,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82
SC-20380,Shahid Collister,Standard Class,30318,Office Supplies,Paper,Xerox 1945,286.93
PJ-18835,Patrick Jones,Standard Class,61107,Office Supplies,Paper,Things To Do Today Spiral Book,38.016
ND-18460,Neil Ducich,Standard Class,35810,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,26.16
RS-19765,Roland Schwarz,Standard Class,10550,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34
RS-19765,Roland Schwarz,Standard Class,10550,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
RS-19765,Roland Schwarz,Standard Class,10550,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97
AH-10075,Adam Hart,Second Class,37918,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352
AH-10075,Adam Hart,Second Class,37918,Office Supplies,Paper,Xerox 1949,27.888
SA-20830,Sue Ann Reed,Standard Class,95123,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12
JF-15295,Jason Fortune-,Standard Class,75023,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992
JF-15295,Jason Fortune-,Standard Class,75023,Office Supplies,Labels,Avery 491,13.216
AR-10405,Allen Rosenblatt,Same Day,48183,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28
NC-18340,Nat Carroll,Second Class,58103,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94
NC-18340,Nat Carroll,Second Class,58103,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92
NC-18340,Nat Carroll,Second Class,58103,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76
NC-18340,Nat Carroll,Second Class,58103,Office Supplies,Fasteners,Staples,7.41
NC-18340,Nat Carroll,Second Class,58103,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5
CC-12430,Chuck Clark,Standard Class,90712,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272
CC-12430,Chuck Clark,Standard Class,90712,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98
CC-12430,Chuck Clark,Standard Class,90712,Technology,Machines,Okidata B400 Printer,343.2
RD-19480,Rick Duston,Standard Class,89115,Office Supplies,Binders,Wilson Jones Impact Binders,8.288
RD-19480,Rick Duston,Standard Class,89115,Technology,Phones,Motorola L703CM,1123.128
RD-19480,Rick Duston,Standard Class,89115,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,64.9
JG-15805,John Grady,Standard Class,13021,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05
JG-15805,John Grady,Standard Class,13021,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97
EH-13945,Eric Hoffmann,Second Class,90008,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46
RL-19615,Rob Lucas,First Class,90049,Office Supplies,Art,SANFORD Major Accent Highlighters,49.56
LE-16810,Laurel Elliston,Standard Class,60653,Furniture,Chairs,High-Back Leather Manager's Chair,181.986
LE-16810,Laurel Elliston,Standard Class,60653,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592
LE-16810,Laurel Elliston,Standard Class,60653,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344
