Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales
1331,CA-2018-127705,2/06/2018,6/06/2018,Standard Class,AB-10255,Alejandro Ballentine,44052,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97
1332,CA-2018-127705,2/06/2018,6/06/2018,Standard Class,AB-10255,Alejandro Ballentine,44052,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44
7733,CA-2018-143294,2/06/2018,8/06/2018,Standard Class,JD-15790,John Dryer,77070,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,10.688
205,CA-2018-126382,3/06/2018,7/06/2018,Standard Class,HK-14890,Heather Kirkland,37064,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168
6125,CA-2018-145772,3/06/2018,7/06/2018,Standard Class,SS-20140,Saphhira Shifley,90036,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75
6126,CA-2018-145772,3/06/2018,7/06/2018,Standard Class,SS-20140,Saphhira Shifley,90036,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,11.96
6127,CA-2018-145772,3/06/2018,7/06/2018,Standard Class,SS-20140,Saphhira Shifley,90036,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912
9451,CA-2018-145506,3/06/2018,7/06/2018,Standard Class,MO-17800,Meg O'Connel,99207,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,136.26
5926,CA-2018-150420,3/06/2018,8/06/2018,Standard Class,GD-14590,Giulietta Dortch,98226,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5
6484,CA-2018-113908,3/06/2018,9/06/2018,Standard Class,KN-16390,Katherine Nockton,10011,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768
6485,CA-2018-113908,3/06/2018,9/06/2018,Standard Class,KN-16390,Katherine Nockton,10011,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66
6486,CA-2018-113908,3/06/2018,9/06/2018,Standard Class,KN-16390,Katherine Nockton,10011,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36
6476,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554
6477,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2
6478,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.992
6479,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552
6480,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96
6481,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472
6482,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568
6483,CA-2018-140872,3/06/2018,10/06/2018,Standard Class,NR-18550,Nick Radford,33024,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4
5874,CA-2018-133095,4/06/2018,4/06/2018,Same Day,EH-14005,Erica Hernandez,72401,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.08
5875,CA-2018-133095,4/06/2018,4/06/2018,Same Day,EH-14005,Erica Hernandez,72401,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,9.54
8518,CA-2018-149720,4/06/2018,7/06/2018,Second Class,EM-14065,Erin Mull,75034,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336
1270,CA-2018-100426,4/06/2018,8/06/2018,Standard Class,DC-12850,Dan Campbell,35630,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12.48
3193,CA-2018-158953,4/06/2018,8/06/2018,Standard Class,ML-18040,Michelle Lonsdale,77489,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37
1090,CA-2018-158407,4/06/2018,10/06/2018,Standard Class,LW-16990,Lindsay Williams,28110,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984
1091,CA-2018-158407,4/06/2018,10/06/2018,Standard Class,LW-16990,Lindsay Williams,28110,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984
2928,CA-2018-158106,4/06/2018,10/06/2018,Standard Class,CT-11995,Carol Triggs,55124,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64
3912,CA-2018-126788,5/06/2018,6/06/2018,First Class,AB-10105,Adrian Barton,77581,TEC-PH-10001619,Technology,Phones,LG G3,470.376
8514,CA-2018-141614,5/06/2018,9/06/2018,Standard Class,NS-18640,Noel Staavos,32839,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,20.736
3854,US-2018-131849,6/06/2018,10/06/2018,Standard Class,GH-14410,Gary Hansen,94122,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95
3855,US-2018-131849,6/06/2018,10/06/2018,Standard Class,GH-14410,Gary Hansen,94122,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4
666,CA-2018-132682,8/06/2018,10/06/2018,Second Class,TH-21235,Tiffany House,75081,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76
667,CA-2018-132682,8/06/2018,10/06/2018,Second Class,TH-21235,Tiffany House,75081,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056
668,CA-2018-132682,8/06/2018,10/06/2018,Second Class,TH-21235,Tiffany House,75081,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
7815,US-2018-109316,8/06/2018,10/06/2018,First Class,MG-17680,Maureen Gastineau,90049,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666
7816,US-2018-109316,8/06/2018,10/06/2018,First Class,MG-17680,Maureen Gastineau,90049,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,17.52
262,US-2018-155299,8/06/2018,12/06/2018,Standard Class,Dl-13600,Dorris liebe,77506,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624
7506,US-2018-106579,8/06/2018,13/06/2018,Standard Class,BW-11200,Ben Wallace,60076,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176
9645,US-2018-107979,8/06/2018,13/06/2018,Standard Class,FO-14305,Frank Olsen,85301,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,89.544
9646,US-2018-107979,8/06/2018,13/06/2018,Standard Class,FO-14305,Frank Olsen,85301,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168
9647,US-2018-107979,8/06/2018,13/06/2018,Standard Class,FO-14305,Frank Olsen,85301,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588
4820,CA-2018-117436,8/06/2018,14/06/2018,Standard Class,LW-17125,Liz Willingham,6360,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10.36
5362,CA-2018-100951,9/06/2018,10/06/2018,First Class,NC-18625,Noah Childs,75217,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76
670,US-2018-106663,9/06/2018,13/06/2018,Standard Class,MO-17800,Meg O'Connel,60653,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
671,US-2018-106663,9/06/2018,13/06/2018,Standard Class,MO-17800,Meg O'Connel,60653,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
672,US-2018-106663,9/06/2018,13/06/2018,Standard Class,MO-17800,Meg O'Connel,60653,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
8148,US-2018-146822,9/06/2018,14/06/2018,Standard Class,AG-10675,Anna Gayman,24153,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12
3395,US-2018-131583,10/06/2018,10/06/2018,Same Day,CL-11890,Carl Ludwig,19143,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032
485,CA-2018-140963,10/06/2018,13/06/2018,First Class,MT-18070,Michelle Tran,90045,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6
486,CA-2018-140963,10/06/2018,13/06/2018,First Class,MT-18070,Michelle Tran,90045,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
487,CA-2018-140963,10/06/2018,13/06/2018,First Class,MT-18070,Michelle Tran,90045,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96
2289,CA-2018-143343,10/06/2018,13/06/2018,First Class,BW-11200,Ben Wallace,90032,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4
7262,CA-2018-137001,10/06/2018,13/06/2018,Second Class,GZ-14545,George Zrebassa,91360,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",14.7
4520,CA-2018-107167,10/06/2018,14/06/2018,Standard Class,ND-18460,Neil Ducich,32216,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52
5219,CA-2018-167080,10/06/2018,14/06/2018,Standard Class,LC-16930,Linda Cazamias,10011,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4
7310,CA-2018-112172,10/06/2018,14/06/2018,Second Class,MM-18280,Muhammed MacIntyre,10024,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13
644,CA-2018-106103,10/06/2018,15/06/2018,Standard Class,SC-20305,Sean Christensen,48307,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
5367,CA-2018-158071,10/06/2018,15/06/2018,Standard Class,BD-11320,Bill Donatelli,98103,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776
5368,CA-2018-158071,10/06/2018,15/06/2018,Standard Class,BD-11320,Bill Donatelli,98103,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.56
5369,CA-2018-158071,10/06/2018,15/06/2018,Standard Class,BD-11320,Bill Donatelli,98103,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58
1569,US-2018-152002,11/06/2018,11/06/2018,Same Day,DV-13465,Dianna Vittorini,90004,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97
2309,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,85345,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792
2310,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,85345,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448
2311,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,85345,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04
2312,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,85345,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872
2313,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,85345,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592
4220,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,98103,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,37.94
4221,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,98103,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288
4222,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,98103,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8
4223,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,98103,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96
4224,CA-2018-134565,11/06/2018,13/06/2018,Second Class,TB-21400,Tom Boeckenhauer,98103,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174.42
8342,CA-2018-141481,11/06/2018,14/06/2018,First Class,ZD-21925,Zuschuss Donatelli,90036,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
3448,CA-2018-102554,11/06/2018,15/06/2018,Standard Class,KN-16705,Kristina Nunn,36830,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76
8924,CA-2018-133928,11/06/2018,17/06/2018,Standard Class,ZC-21910,Zuschuss Carroll,28601,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.572
9175,CA-2018-119424,12/06/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,98031,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976
9176,CA-2018-119424,12/06/2018,14/06/2018,Second Class,SB-20185,Sarah Brown,98031,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44
9537,CA-2018-124191,12/06/2018,14/06/2018,Second Class,TS-21610,Troy Staebel,60610,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",8.856
5497,CA-2018-117821,12/06/2018,16/06/2018,Standard Class,HG-15025,Hunter Glantz,43302,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92
2638,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,10035,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04
2639,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,10035,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128
2640,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,10035,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14
2641,CA-2018-108441,12/06/2018,18/06/2018,Standard Class,SB-20170,Sarah Bern,10035,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24
1456,CA-2018-148474,12/06/2018,19/06/2018,Standard Class,ME-17320,Maria Etezadi,31907,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2
1457,CA-2018-148474,12/06/2018,19/06/2018,Standard Class,ME-17320,Maria Etezadi,31907,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94
2870,CA-2018-143861,12/06/2018,19/06/2018,Standard Class,LC-16885,Lena Creighton,33710,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088
1446,CA-2018-102337,13/06/2018,16/06/2018,First Class,SD-20485,Shirley Daniels,60653,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736
1447,CA-2018-102337,13/06/2018,16/06/2018,First Class,SD-20485,Shirley Daniels,60653,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302
1448,CA-2018-102337,13/06/2018,16/06/2018,First Class,SD-20485,Shirley Daniels,60653,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984
7265,CA-2018-122056,13/06/2018,17/06/2018,Standard Class,PG-18895,Paul Gonzalez,22153,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86
7731,CA-2018-104850,13/06/2018,19/06/2018,Standard Class,TW-21025,Tamara Willingham,98103,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",291.136
5476,CA-2018-169691,15/06/2018,18/06/2018,First Class,Dp-13240,Dean percer,55369,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4
5477,CA-2018-169691,15/06/2018,18/06/2018,First Class,Dp-13240,Dean percer,55369,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55
5478,CA-2018-169691,15/06/2018,18/06/2018,First Class,Dp-13240,Dean percer,55369,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94
346,CA-2018-169901,15/06/2018,19/06/2018,Standard Class,CC-12550,Clay Cheatham,94122,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
7090,CA-2018-118864,15/06/2018,19/06/2018,Second Class,KH-16690,Kristen Hastings,90032,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96
8789,CA-2018-126914,15/06/2018,19/06/2018,Standard Class,JE-15715,Joe Elijah,28110,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352
8790,CA-2018-126914,15/06/2018,19/06/2018,Standard Class,JE-15715,Joe Elijah,28110,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728
2873,CA-2018-135167,15/06/2018,20/06/2018,Standard Class,SC-20800,Stuart Calhoun,90036,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26
8697,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,TEC-PH-10001051,Technology,Phones,HTC One,239.976
8698,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,31.168
8699,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96
8700,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2239.936
8701,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,76.608
8702,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776
8703,CA-2018-119284,15/06/2018,20/06/2018,Standard Class,TS-21205,Thomas Seio,37211,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36
673,CA-2018-111178,15/06/2018,22/06/2018,Standard Class,TD-20995,Tamara Dahlen,62301,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56
6745,CA-2018-111269,16/06/2018,18/06/2018,Second Class,CS-12355,Christine Sundaresam,43017,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,479.952
6746,CA-2018-111269,16/06/2018,18/06/2018,Second Class,CS-12355,Christine Sundaresam,43017,OFF-AR-10001427,Office Supplies,Art,Newell 330,23.92
2258,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,94122,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96
2259,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,94122,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54
267,CA-2018-136826,16/06/2018,20/06/2018,Standard Class,CB-12535,Claudia Bergmann,27514,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016
830,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,41042,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96
831,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,41042,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
832,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,41042,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98
833,CA-2018-129462,16/06/2018,21/06/2018,Second Class,JE-15745,Joel Eaton,41042,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99
2706,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,88220,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68
2707,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,88220,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44
2708,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,88220,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16
4542,US-2018-132206,16/06/2018,21/06/2018,Standard Class,MK-17905,Michael Kennedy,60653,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936
98,CA-2018-157833,17/06/2018,20/06/2018,First Class,KD-16345,Katherine Ducich,94122,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312
2501,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,60076,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
2502,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,60076,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304
2503,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,60076,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36
6604,CA-2018-146346,17/06/2018,20/06/2018,First Class,RA-19945,Ryan Akin,80022,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,146.352
1012,CA-2018-118437,17/06/2018,21/06/2018,Second Class,PF-19165,Philip Fox,98502,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25
1013,CA-2018-118437,17/06/2018,21/06/2018,Second Class,PF-19165,Philip Fox,98502,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03
7915,CA-2018-165323,17/06/2018,21/06/2018,Standard Class,SR-20740,Steven Roelle,10024,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5
7916,CA-2018-165323,17/06/2018,21/06/2018,Standard Class,SR-20740,Steven Roelle,10024,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34
6304,CA-2018-162712,18/06/2018,20/06/2018,Second Class,NK-18490,Neil Knudson,78415,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352
4496,CA-2018-112753,18/06/2018,23/06/2018,Standard Class,CC-12670,Craig Carreira,90032,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235
4497,CA-2018-112753,18/06/2018,23/06/2018,Standard Class,CC-12670,Craig Carreira,90032,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88
7105,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,43055,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.116
7106,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,43055,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.784
7107,CA-2018-128944,19/06/2018,21/06/2018,Second Class,KH-16330,Katharine Harms,43055,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328
653,CA-2018-140844,19/06/2018,23/06/2018,Standard Class,AR-10405,Allen Rosenblatt,10035,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82
654,CA-2018-140844,19/06/2018,23/06/2018,Standard Class,AR-10405,Allen Rosenblatt,10035,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12
4101,US-2018-102288,19/06/2018,23/06/2018,Standard Class,ZC-21910,Zuschuss Carroll,77095,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264
4102,US-2018-102288,19/06/2018,23/06/2018,Standard Class,ZC-21910,Zuschuss Carroll,77095,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.444
4103,US-2018-102288,19/06/2018,23/06/2018,Standard Class,ZC-21910,Zuschuss Carroll,77095,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,146.176
2480,CA-2018-141992,19/06/2018,25/06/2018,Standard Class,FO-14305,Frank Olsen,75220,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184
2481,CA-2018-141992,19/06/2018,25/06/2018,Standard Class,FO-14305,Frank Olsen,75220,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584
9287,CA-2018-154011,19/06/2018,26/06/2018,Standard Class,DB-13270,Deborah Brumfield,75081,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888
9288,CA-2018-154011,19/06/2018,26/06/2018,Standard Class,DB-13270,Deborah Brumfield,75081,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485
5293,CA-2018-151218,20/06/2018,23/06/2018,First Class,PJ-19015,Pauline Johnson,33180,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,4.464
890,CA-2018-132934,20/06/2018,26/06/2018,Standard Class,JE-15475,Jeremy Ellison,10801,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,149.95
